,online_order,book_table,rate,votes,rest_type,cost,type,city
2192,No,No,3,7,Quick Bites,400,Dine-out,Bannerghatta Road
2712,Yes,No,4,133,Cafe,800,Delivery,Basavanagudi
992,Yes,No,3,51,Quick Bites,400,Delivery,Bannerghatta Road
2190,No,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
3762,No,Yes,5,7023,"Casual Dining, Bar",1500,Buffet,Bellandur
3597,Yes,No,3,290,Quick Bites,450,Dine-out,Basavanagudi
1318,Yes,No,4,51,Quick Bites,300,Delivery,Bannerghatta Road
1863,No,No,5,0,Dessert Parlor,250,Desserts,Bannerghatta Road
2343,Yes,No,3,55,Quick Bites,200,Dine-out,Bannerghatta Road
2449,No,No,5,0,Quick Bites,150,Dine-out,Bannerghatta Road
2136,No,No,4,56,Quick Bites,400,Dine-out,Bannerghatta Road
1065,Yes,No,4,355,Quick Bites,400,Delivery,Bannerghatta Road
4959,Yes,Yes,4,392,Bar,1500,Pubs and bars,Bellandur
2621,Yes,No,4,449,Cafe,400,Delivery,Basavanagudi
77,Yes,No,4,28,Quick Bites,300,Delivery,Banashankari
2898,No,No,4,148,"Casual Dining, Cafe",550,Delivery,Basavanagudi
1314,Yes,No,4,124,Quick Bites,400,Delivery,Bannerghatta Road
4371,No,No,5,0,Quick Bites,500,Delivery,Bellandur
872,No,Yes,4,49,Casual Dining,900,Buffet,Bannerghatta Road
3850,Yes,Yes,4,3738,"Casual Dining, Cafe",600,Delivery,Bellandur
4786,No,No,5,0,Food Court,200,Dine-out,Bellandur
2965,Yes,No,4,221,Casual Dining,700,Delivery,Basavanagudi
3391,Yes,No,4,142,Quick Bites,200,Dine-out,Basavanagudi
2560,Yes,No,4,91,"Takeaway, Delivery",500,Delivery,Basavanagudi
4895,Yes,No,3,8,Quick Bites,500,Dine-out,Bellandur
2635,Yes,No,4,93,Quick Bites,200,Delivery,Basavanagudi
3530,Yes,No,4,339,Quick Bites,400,Dine-out,Basavanagudi
375,Yes,Yes,4,442,"Pub, Casual Dining",1200,Delivery,Banashankari
1908,Yes,No,5,0,Cafe,450,Desserts,Bannerghatta Road
4331,No,No,5,0,Quick Bites,300,Delivery,Bellandur
4378,Yes,No,4,5,Delivery,600,Delivery,Bellandur
4027,Yes,No,5,0,Delivery,200,Delivery,Bellandur
1604,No,No,5,0,Bakery,50,Delivery,Bannerghatta Road
1118,Yes,No,4,170,Quick Bites,250,Delivery,Bannerghatta Road
3677,No,No,5,0,Quick Bites,300,Dine-out,Basavanagudi
3490,Yes,No,5,228,Cafe,400,Dine-out,Basavanagudi
4863,No,No,4,8,Food Court,350,Dine-out,Bellandur
2958,Yes,No,4,18,Mess,200,Delivery,Basavanagudi
1994,Yes,No,4,288,"Beverage Shop, Quick Bites",400,Dine-out,Bannerghatta Road
4954,No,Yes,4,106,"Casual Dining, Bar",1600,Pubs and bars,Bellandur
4354,Yes,No,3,11,"Takeaway, Delivery",600,Delivery,Bellandur
2376,No,No,5,0,Quick Bites,150,Dine-out,Bannerghatta Road
1342,Yes,No,5,0,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
320,Yes,No,4,20,Quick Bites,150,Delivery,Banashankari
1619,No,No,5,0,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
3713,No,No,5,0,Quick Bites,150,Dine-out,Basavanagudi
2060,Yes,No,4,168,Quick Bites,600,Dine-out,Bannerghatta Road
2219,Yes,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
1673,Yes,Yes,4,2487,Pub,900,Delivery,Bannerghatta Road
260,Yes,No,4,90,Casual Dining,500,Delivery,Banashankari
4416,No,No,5,0,Casual Dining,600,Delivery,Bellandur
2039,Yes,No,3,6,Quick Bites,300,Dine-out,Bannerghatta Road
901,No,No,5,0,Quick Bites,500,Cafes,Bannerghatta Road
3744,No,No,3,30,Bar,1000,Drinks & nightlife,Basavanagudi
2026,No,No,3,7,Casual Dining,700,Dine-out,Bannerghatta Road
1917,Yes,No,4,89,Dessert Parlor,400,Desserts,Bannerghatta Road
1828,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
1573,No,No,2,96,Casual Dining,500,Delivery,Bannerghatta Road
4393,Yes,No,5,0,"Takeaway, Delivery",200,Delivery,Bellandur
4208,Yes,No,3,11,Quick Bites,300,Delivery,Bellandur
224,Yes,Yes,3,80,Casual Dining,500,Delivery,Banashankari
723,No,No,5,0,Quick Bites,400,Dine-out,Banashankari
4484,Yes,No,4,111,Dessert Parlor,600,Desserts,Bellandur
1141,Yes,No,3,57,Quick Bites,250,Delivery,Bannerghatta Road
2762,Yes,No,4,179,Casual Dining,600,Delivery,Basavanagudi
846,No,No,5,0,Quick Bites,400,Dine-out,Banashankari
2551,Yes,No,4,505,Quick Bites,450,Delivery,Basavanagudi
2928,Yes,No,4,314,Quick Bites,300,Delivery,Basavanagudi
117,No,No,5,0,Dessert Parlor,150,Delivery,Banashankari
645,Yes,No,3,10,Quick Bites,100,Dine-out,Banashankari
3,No,No,4,88,Quick Bites,300,Buffet,Banashankari
4170,Yes,No,5,0,Dessert Parlor,200,Delivery,Bellandur
467,Yes,No,4,150,Casual Dining,800,Delivery,Banashankari
5,Yes,No,4,286,Casual Dining,600,Buffet,Banashankari
919,Yes,No,4,127,Cafe,700,Cafes,Bannerghatta Road
2595,Yes,No,4,104,Quick Bites,300,Delivery,Basavanagudi
1063,Yes,No,4,13,Quick Bites,100,Delivery,Bannerghatta Road
2590,Yes,No,4,444,Quick Bites,100,Delivery,Basavanagudi
242,No,No,5,0,Quick Bites,100,Delivery,Banashankari
1160,Yes,No,4,169,Cafe,600,Delivery,Bannerghatta Road
2870,Yes,No,4,56,Dessert Parlor,400,Delivery,Basavanagudi
3735,No,No,3,377,Pub,1100,Drinks & nightlife,Basavanagudi
2397,Yes,No,4,135,Casual Dining,500,Dine-out,Bannerghatta Road
3517,Yes,No,4,144,Casual Dining,550,Dine-out,Basavanagudi
3421,No,No,3,6,Quick Bites,150,Dine-out,Basavanagudi
2563,Yes,No,4,518,Casual Dining,400,Delivery,Basavanagudi
1605,No,No,5,0,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
4827,Yes,No,4,341,Casual Dining,850,Dine-out,Bellandur
2324,No,No,3,14,"Casual Dining, Bar",700,Dine-out,Bannerghatta Road
2709,Yes,No,4,20,Quick Bites,150,Delivery,Basavanagudi
4397,Yes,No,4,92,Dessert Parlor,100,Delivery,Bellandur
1312,Yes,No,4,22,Quick Bites,350,Delivery,Bannerghatta Road
3448,Yes,Yes,4,2365,Casual Dining,1500,Dine-out,Basavanagudi
3812,Yes,No,4,278,Delivery,400,Delivery,Bellandur
4654,No,No,5,0,Mess,200,Dine-out,Bellandur
2362,No,No,5,0,Quick Bites,100,Dine-out,Bannerghatta Road
1975,No,No,3,19,Casual Dining,800,Dine-out,Bannerghatta Road
3514,No,No,4,134,Quick Bites,150,Dine-out,Basavanagudi
1761,No,No,5,0,Quick Bites,150,Delivery,Bannerghatta Road
2739,Yes,No,3,22,Quick Bites,250,Delivery,Basavanagudi
4969,Yes,Yes,4,3061,"Casual Dining, Bar",1500,Pubs and bars,Bellandur
2472,Yes,Yes,4,585,"Casual Dining, Bar",1200,Drinks & nightlife,Bannerghatta Road
4007,Yes,No,4,29,Beverage Shop,400,Delivery,Bellandur
1493,Yes,No,5,0,Quick Bites,500,Delivery,Bannerghatta Road
4206,Yes,No,4,24,Quick Bites,200,Delivery,Bellandur
2158,No,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
1169,Yes,No,4,37,Other Rest Type,150,Delivery,Bannerghatta Road
4515,Yes,No,4,556,Other Rest Type,500,Desserts,Bellandur
232,No,No,5,0,Bakery,300,Delivery,Banashankari
66,Yes,No,4,34,Quick Bites,100,Delivery,Banashankari
1603,No,No,5,0,Casual Dining,650,Delivery,Bannerghatta Road
3283,No,No,3,7,Dessert Parlor,150,Desserts,Basavanagudi
3596,Yes,No,4,58,Quick Bites,300,Dine-out,Basavanagudi
125,No,No,5,0,Delivery,400,Delivery,Banashankari
1296,Yes,Yes,4,1320,Casual Dining,1200,Delivery,Bannerghatta Road
1976,No,No,4,124,Cafe,500,Dine-out,Bannerghatta Road
4516,No,No,4,267,Other Rest Type,400,Desserts,Bellandur
4480,Yes,No,3,163,Other Rest Type,250,Desserts,Bellandur
2075,No,No,3,50,Food Court,400,Dine-out,Bannerghatta Road
3086,No,No,5,0,Quick Bites,200,Delivery,Basavanagudi
4362,Yes,No,3,52,"Takeaway, Delivery",600,Delivery,Bellandur
3345,No,No,4,100,Quick Bites,300,Dine-out,Basavanagudi
4463,Yes,No,5,0,Quick Bites,200,Delivery,Bellandur
2797,Yes,No,4,178,Dessert Parlor,400,Delivery,Basavanagudi
918,No,No,5,0,Quick Bites,300,Cafes,Bannerghatta Road
1646,Yes,No,3,148,Quick Bites,250,Delivery,Bannerghatta Road
364,Yes,No,3,4,Quick Bites,300,Delivery,Banashankari
3287,No,No,3,17,Dessert Parlor,150,Desserts,Basavanagudi
2125,Yes,No,3,48,Other Rest Type,650,Dine-out,Bannerghatta Road
4123,Yes,No,4,324,Dessert Parlor,180,Delivery,Bellandur
525,No,No,3,25,Dessert Parlor,200,Desserts,Banashankari
55,Yes,No,4,627,Delivery,450,Delivery,Banashankari
638,No,No,4,55,Quick Bites,200,Dine-out,Banashankari
302,Yes,No,4,95,Quick Bites,150,Delivery,Banashankari
2766,Yes,No,4,558,Quick Bites,150,Delivery,Basavanagudi
1276,Yes,No,4,676,Other Rest Type,500,Delivery,Bannerghatta Road
2055,Yes,No,4,19,Quick Bites,400,Dine-out,Bannerghatta Road
3644,Yes,No,3,89,Quick Bites,250,Dine-out,Basavanagudi
4143,Yes,No,3,289,Casual Dining,500,Delivery,Bellandur
2878,Yes,No,5,0,Other Rest Type,250,Delivery,Basavanagudi
4202,Yes,No,4,60,Quick Bites,400,Delivery,Bellandur
2286,No,No,5,0,Cafe,600,Dine-out,Bannerghatta Road
2261,Yes,Yes,5,0,Casual Dining,600,Dine-out,Bannerghatta Road
2296,No,No,3,97,"Casual Dining, Bar",1100,Dine-out,Bannerghatta Road
1753,No,No,4,48,Casual Dining,800,Delivery,Bannerghatta Road
1968,No,No,4,43,Mess,250,Dine-out,Bannerghatta Road
4350,No,No,4,63,Delivery,150,Delivery,Bellandur
3117,No,No,4,13,Quick Bites,100,Delivery,Basavanagudi
2393,Yes,Yes,4,612,"Casual Dining, Bar",1500,Dine-out,Bannerghatta Road
523,No,No,5,0,Dessert Parlor,150,Desserts,Banashankari
3900,Yes,No,3,827,Casual Dining,800,Delivery,Bellandur
3122,No,No,5,0,Other Rest Type,200,Delivery,Basavanagudi
4156,Yes,No,4,27,Bakery,400,Delivery,Bellandur
1969,Yes,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
671,Yes,No,4,57,Quick Bites,200,Dine-out,Banashankari
4188,Yes,No,3,20,Other Rest Type,250,Delivery,Bellandur
666,No,No,4,88,Quick Bites,250,Dine-out,Banashankari
4337,No,No,5,0,Quick Bites,100,Delivery,Bellandur
1887,No,No,3,4,Sweet Shop,150,Desserts,Bannerghatta Road
3266,No,No,3,7,Casual Dining,600,Desserts,Basavanagudi
280,Yes,No,3,7,Quick Bites,250,Delivery,Banashankari
1719,No,No,4,23,Quick Bites,300,Delivery,Bannerghatta Road
2947,Yes,No,4,150,Casual Dining,800,Delivery,Basavanagudi
899,No,No,4,9,Cafe,400,Cafes,Bannerghatta Road
4849,Yes,Yes,4,42,Quick Bites,500,Dine-out,Bellandur
760,Yes,No,4,84,Quick Bites,250,Dine-out,Banashankari
1906,No,Yes,4,48,Casual Dining,900,Desserts,Bannerghatta Road
4042,Yes,No,4,24,"Beverage Shop, Quick Bites",250,Delivery,Bellandur
3823,Yes,No,4,68,Quick Bites,200,Delivery,Bellandur
4138,Yes,No,3,182,Casual Dining,800,Delivery,Bellandur
3818,Yes,No,3,248,Quick Bites,400,Delivery,Bellandur
4300,No,No,5,0,Quick Bites,200,Delivery,Bellandur
2593,Yes,No,4,57,Quick Bites,200,Delivery,Basavanagudi
4164,Yes,No,5,0,Casual Dining,400,Delivery,Bellandur
3031,No,No,4,334,Casual Dining,600,Delivery,Basavanagudi
3579,Yes,No,4,46,Quick Bites,500,Dine-out,Basavanagudi
2832,Yes,No,3,13,Cafe,400,Delivery,Basavanagudi
3472,Yes,No,4,465,Casual Dining,600,Dine-out,Basavanagudi
137,No,No,5,0,Quick Bites,250,Delivery,Banashankari
2180,No,No,4,11,Quick Bites,250,Dine-out,Bannerghatta Road
2128,No,No,4,18,Quick Bites,300,Dine-out,Bannerghatta Road
3177,Yes,No,4,20,Quick Bites,800,Delivery,Basavanagudi
4366,Yes,No,5,0,Casual Dining,450,Delivery,Bellandur
4261,Yes,No,4,20,Dessert Parlor,300,Delivery,Bellandur
4344,No,No,3,6,Other Rest Type,400,Delivery,Bellandur
1331,Yes,No,5,0,Beverage Shop,150,Delivery,Bannerghatta Road
2017,No,No,3,66,Casual Dining,800,Dine-out,Bannerghatta Road
2482,No,No,4,166,Casual Dining,600,Buffet,Basavanagudi
1358,Yes,No,4,26,Quick Bites,100,Delivery,Bannerghatta Road
1329,Yes,No,4,8,Beverage Shop,200,Delivery,Bannerghatta Road
2150,No,No,3,12,Quick Bites,450,Dine-out,Bannerghatta Road
2122,Yes,No,3,6,Other Rest Type,400,Dine-out,Bannerghatta Road
3981,Yes,Yes,4,1142,Casual Dining,1800,Delivery,Bellandur
1252,Yes,No,3,19,Quick Bites,300,Delivery,Bannerghatta Road
3278,Yes,No,4,204,Dessert Parlor,300,Desserts,Basavanagudi
3374,No,No,3,34,Quick Bites,200,Dine-out,Basavanagudi
2814,Yes,No,5,0,Bakery,150,Delivery,Basavanagudi
1848,Yes,No,4,18,Dessert Parlor,900,Desserts,Bannerghatta Road
3037,No,No,5,0,"Takeaway, Delivery",400,Delivery,Basavanagudi
388,Yes,No,3,10,Quick Bites,200,Delivery,Banashankari
235,No,No,4,217,Casual Dining,450,Delivery,Banashankari
1077,Yes,No,3,7,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
1984,No,Yes,3,8,Casual Dining,700,Dine-out,Bannerghatta Road
4363,Yes,No,5,0,Delivery,600,Delivery,Bellandur
3962,Yes,No,4,23,Quick Bites,150,Delivery,Bellandur
770,No,No,4,153,Casual Dining,350,Dine-out,Banashankari
2165,No,No,3,5,Quick Bites,200,Dine-out,Bannerghatta Road
673,No,No,4,22,Quick Bites,500,Dine-out,Banashankari
249,Yes,No,4,22,Sweet Shop,250,Delivery,Banashankari
1574,No,No,5,0,Delivery,250,Delivery,Bannerghatta Road
3419,No,No,4,34,Quick Bites,100,Dine-out,Basavanagudi
2081,Yes,No,4,9,Quick Bites,250,Dine-out,Bannerghatta Road
1823,Yes,No,4,5,Delivery,800,Delivery,Bannerghatta Road
716,No,No,4,47,Quick Bites,150,Dine-out,Banashankari
4667,No,No,5,0,Casual Dining,200,Dine-out,Bellandur
2048,No,No,2,291,Casual Dining,250,Dine-out,Bannerghatta Road
4178,Yes,No,4,13,Quick Bites,250,Delivery,Bellandur
2724,Yes,No,3,89,Quick Bites,250,Delivery,Basavanagudi
4520,Yes,No,4,18,Dessert Parlor,200,Desserts,Bellandur
1460,Yes,No,4,24,Quick Bites,300,Delivery,Bannerghatta Road
1668,Yes,No,5,0,Dessert Parlor,150,Delivery,Bannerghatta Road
2756,Yes,No,4,164,Quick Bites,600,Delivery,Basavanagudi
2000,No,No,3,106,Casual Dining,450,Dine-out,Bannerghatta Road
404,Yes,Yes,4,866,Casual Dining,900,Delivery,Banashankari
384,Yes,No,4,40,Quick Bites,200,Delivery,Banashankari
4522,Yes,No,4,94,Cafe,700,Desserts,Bellandur
2152,No,No,3,9,Quick Bites,200,Dine-out,Bannerghatta Road
1633,No,No,4,9,Cafe,400,Delivery,Bannerghatta Road
4585,No,Yes,4,106,"Casual Dining, Bar",1600,Dine-out,Bellandur
3925,Yes,Yes,5,1365,"Casual Dining, Bar",1800,Delivery,Bellandur
4158,Yes,No,3,9,Casual Dining,650,Delivery,Bellandur
223,Yes,No,4,143,Casual Dining,750,Delivery,Banashankari
2193,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
3136,No,No,4,26,Dessert Parlor,300,Delivery,Basavanagudi
1824,Yes,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
4599,Yes,No,5,0,Casual Dining,500,Dine-out,Bellandur
797,Yes,No,4,176,Casual Dining,800,Dine-out,Banashankari
2871,Yes,No,3,157,Cafe,450,Delivery,Basavanagudi
9,Yes,No,4,504,Cafe,550,Cafes,Banashankari
1944,No,No,5,0,Beverage Shop,200,Desserts,Bannerghatta Road
1838,Yes,No,4,70,Dessert Parlor,350,Desserts,Bannerghatta Road
255,Yes,No,4,155,Casual Dining,400,Delivery,Banashankari
4507,No,No,5,0,"Bakery, Quick Bites",400,Desserts,Bellandur
1581,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
2956,Yes,No,3,72,Quick Bites,300,Delivery,Basavanagudi
924,Yes,No,4,254,Casual Dining,800,Delivery,Bannerghatta Road
4428,No,No,5,0,Delivery,300,Delivery,Bellandur
2508,No,Yes,4,731,Cafe,800,Cafes,Basavanagudi
3775,No,Yes,4,52,Lounge,1900,Buffet,Bellandur
4136,Yes,No,4,39,Quick Bites,200,Delivery,Bellandur
2779,Yes,No,4,22,Sweet Shop,250,Delivery,Basavanagudi
539,No,No,4,16,"Bakery, Quick Bites",150,Desserts,Banashankari
2745,Yes,No,4,58,Quick Bites,300,Delivery,Basavanagudi
4497,No,No,5,0,Other Rest Type,400,Desserts,Bellandur
4570,No,Yes,4,255,Lounge,1500,Dine-out,Bellandur
1145,Yes,No,4,306,Delivery,600,Delivery,Bannerghatta Road
667,No,No,4,8,Quick Bites,200,Dine-out,Banashankari
3019,Yes,No,3,119,Casual Dining,400,Delivery,Basavanagudi
357,Yes,No,4,176,Casual Dining,800,Delivery,Banashankari
2831,Yes,No,4,13,Quick Bites,300,Delivery,Basavanagudi
2783,Yes,No,4,30,Beverage Shop,150,Delivery,Basavanagudi
1353,Yes,No,4,54,Cafe,500,Delivery,Bannerghatta Road
470,Yes,No,4,33,Quick Bites,200,Delivery,Banashankari
2703,Yes,No,3,12,Quick Bites,300,Delivery,Basavanagudi
3330,Yes,No,4,35,Casual Dining,800,Dine-out,Basavanagudi
3637,No,No,3,30,Bar,1000,Dine-out,Basavanagudi
1396,Yes,No,4,158,Casual Dining,700,Delivery,Bannerghatta Road
3584,No,No,3,9,Quick Bites,350,Dine-out,Basavanagudi
4485,No,No,5,0,Delivery,200,Desserts,Bellandur
3376,Yes,No,4,13,Quick Bites,100,Dine-out,Basavanagudi
1256,Yes,No,3,7,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
3512,Yes,No,4,155,Casual Dining,450,Dine-out,Basavanagudi
1250,Yes,No,4,42,Quick Bites,500,Delivery,Bannerghatta Road
4806,No,Yes,5,3421,Casual Dining,1300,Dine-out,Bellandur
4298,No,No,5,0,Dessert Parlor,100,Delivery,Bellandur
3284,No,No,3,25,Dessert Parlor,200,Desserts,Basavanagudi
2933,No,No,4,4,Quick Bites,100,Delivery,Basavanagudi
4175,Yes,No,3,12,Quick Bites,300,Delivery,Bellandur
1852,No,No,4,54,Beverage Shop,200,Desserts,Bannerghatta Road
4868,Yes,No,3,243,Quick Bites,300,Dine-out,Bellandur
2105,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
133,No,No,5,0,Beverage Shop,200,Delivery,Banashankari
928,Yes,No,4,244,Quick Bites,400,Delivery,Bannerghatta Road
823,No,No,4,8,Casual Dining,800,Dine-out,Banashankari
4542,No,No,5,0,Bakery,300,Desserts,Bellandur
1531,No,No,4,13,Quick Bites,200,Delivery,Bannerghatta Road
1214,Yes,No,4,84,Delivery,600,Delivery,Bannerghatta Road
504,No,No,4,46,Other Rest Type,400,Desserts,Banashankari
4285,No,No,3,6,Food Court,300,Delivery,Bellandur
1996,Yes,No,3,122,Casual Dining,500,Dine-out,Bannerghatta Road
3072,Yes,No,3,9,Quick Bites,400,Delivery,Basavanagudi
1958,Yes,Yes,4,1025,Casual Dining,1000,Dine-out,Bannerghatta Road
1384,Yes,No,3,54,Beverage Shop,250,Delivery,Bannerghatta Road
894,No,Yes,4,39,Other Rest Type,800,Cafes,Bannerghatta Road
455,Yes,No,5,0,Quick Bites,200,Delivery,Banashankari
4635,No,No,5,0,Other Rest Type,1000,Dine-out,Bellandur
3709,No,No,3,17,Quick Bites,200,Dine-out,Basavanagudi
4617,Yes,No,3,32,Casual Dining,550,Dine-out,Bellandur
4268,No,No,4,27,"Takeaway, Delivery",300,Delivery,Bellandur
3522,Yes,No,4,133,Quick Bites,300,Dine-out,Basavanagudi
4134,Yes,No,4,50,Casual Dining,500,Delivery,Bellandur
3602,Yes,No,3,157,Cafe,450,Dine-out,Basavanagudi
713,No,No,3,8,Quick Bites,300,Dine-out,Banashankari
4186,Yes,No,5,0,Quick Bites,300,Delivery,Bellandur
2214,Yes,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
2923,Yes,No,4,15,Quick Bites,400,Delivery,Basavanagudi
1810,Yes,No,3,6,Quick Bites,500,Delivery,Bannerghatta Road
3486,Yes,Yes,4,150,Cafe,600,Dine-out,Basavanagudi
3141,No,No,3,4,Quick Bites,250,Delivery,Basavanagudi
1827,Yes,No,5,0,Delivery,600,Delivery,Bannerghatta Road
1155,Yes,No,4,36,Quick Bites,400,Delivery,Bannerghatta Road
1324,Yes,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
4312,No,No,5,0,"Takeaway, Delivery",400,Delivery,Bellandur
510,No,No,4,66,Bakery,300,Desserts,Banashankari
1680,Yes,No,4,42,Casual Dining,450,Delivery,Bannerghatta Road
499,No,No,4,60,Dessert Parlor,400,Desserts,Banashankari
4535,No,No,4,23,Beverage Shop,300,Desserts,Bellandur
1856,Yes,No,5,0,Bakery,400,Desserts,Bannerghatta Road
1388,Yes,No,3,42,Quick Bites,250,Delivery,Bannerghatta Road
3719,No,No,5,0,Quick Bites,500,Dine-out,Basavanagudi
2386,Yes,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
3236,Yes,No,4,438,Dessert Parlor,500,Desserts,Basavanagudi
1540,No,No,3,15,Casual Dining,700,Delivery,Bannerghatta Road
1217,Yes,No,3,57,Quick Bites,400,Delivery,Bannerghatta Road
2681,Yes,No,4,120,Quick Bites,250,Delivery,Basavanagudi
2993,Yes,No,4,30,Cafe,400,Delivery,Basavanagudi
1191,Yes,No,3,106,Casual Dining,450,Delivery,Bannerghatta Road
1542,No,No,3,9,Quick Bites,600,Delivery,Bannerghatta Road
3301,Yes,No,4,286,Casual Dining,600,Dine-out,Basavanagudi
3324,No,No,4,111,Casual Dining,700,Dine-out,Basavanagudi
2539,Yes,No,3,13,Cafe,400,Cafes,Basavanagudi
953,Yes,No,3,212,Quick Bites,350,Delivery,Bannerghatta Road
4330,No,No,4,31,Bakery,200,Delivery,Bellandur
732,No,No,3,9,Quick Bites,200,Dine-out,Banashankari
1156,Yes,No,4,256,Quick Bites,500,Delivery,Bannerghatta Road
3294,No,No,4,428,Casual Dining,1000,Dine-out,Basavanagudi
2982,No,No,5,0,Quick Bites,150,Delivery,Basavanagudi
2156,No,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
1062,Yes,No,4,99,Dessert Parlor,400,Delivery,Bannerghatta Road
2616,Yes,No,4,264,Quick Bites,200,Delivery,Basavanagudi
1167,Yes,No,3,347,Quick Bites,800,Delivery,Bannerghatta Road
3222,No,Yes,4,633,Other Rest Type,800,Desserts,Basavanagudi
3636,No,No,3,133,Quick Bites,300,Dine-out,Basavanagudi
2938,Yes,Yes,4,1875,Casual Dining,1200,Delivery,Basavanagudi
4491,Yes,No,5,0,Dessert Parlor,300,Desserts,Bellandur
3140,No,No,5,0,"Takeaway, Delivery",250,Delivery,Basavanagudi
143,No,No,5,0,"Takeaway, Delivery",100,Delivery,Banashankari
3577,No,No,3,16,Quick Bites,200,Dine-out,Basavanagudi
2782,Yes,No,4,659,"Beverage Shop, Quick Bites",600,Delivery,Basavanagudi
717,No,No,3,29,Quick Bites,150,Dine-out,Banashankari
1819,Yes,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
2502,Yes,No,4,514,Cafe,600,Cafes,Basavanagudi
4360,Yes,No,4,353,Delivery,500,Delivery,Bellandur
4171,No,No,4,368,Casual Dining,600,Delivery,Bellandur
395,Yes,No,4,232,Quick Bites,400,Delivery,Banashankari
4835,Yes,No,4,833,Casual Dining,550,Dine-out,Bellandur
4492,No,No,4,6,Dessert Parlor,300,Desserts,Bellandur
1365,Yes,Yes,4,1010,Other Rest Type,1300,Delivery,Bannerghatta Road
4557,Yes,Yes,4,996,Casual Dining,1200,Dine-out,Bellandur
595,Yes,No,4,129,Casual Dining,600,Dine-out,Banashankari
3952,Yes,No,4,34,Other Rest Type,400,Delivery,Bellandur
2914,Yes,No,4,74,Casual Dining,1000,Delivery,Basavanagudi
2326,No,No,5,0,Casual Dining,450,Dine-out,Bannerghatta Road
3766,Yes,Yes,4,994,Casual Dining,1300,Buffet,Bellandur
3440,No,No,3,6,Quick Bites,100,Dine-out,Basavanagudi
3851,Yes,No,4,343,Quick Bites,300,Delivery,Bellandur
4132,Yes,No,4,11,Quick Bites,300,Delivery,Bellandur
4590,Yes,No,3,74,Casual Dining,800,Dine-out,Bellandur
2143,No,No,3,8,Quick Bites,400,Dine-out,Bannerghatta Road
1571,No,No,4,14,Dessert Parlor,150,Delivery,Bannerghatta Road
4079,Yes,No,5,0,"Beverage Shop, Quick Bites",250,Delivery,Bellandur
1122,Yes,No,4,80,Quick Bites,400,Delivery,Bannerghatta Road
2786,Yes,No,4,176,Casual Dining,800,Delivery,Basavanagudi
2967,No,No,5,0,Dessert Parlor,250,Delivery,Basavanagudi
2504,Yes,No,3,30,Cafe,900,Cafes,Basavanagudi
3465,Yes,No,4,631,Casual Dining,750,Dine-out,Basavanagudi
675,Yes,No,4,73,Quick Bites,400,Dine-out,Banashankari
2808,Yes,No,4,144,Cafe,700,Delivery,Basavanagudi
3348,No,No,4,253,Quick Bites,250,Dine-out,Basavanagudi
728,No,No,3,5,Quick Bites,250,Dine-out,Banashankari
412,Yes,No,4,128,Casual Dining,450,Delivery,Banashankari
3146,No,No,3,25,Dessert Parlor,200,Delivery,Basavanagudi
1516,No,No,3,7,Delivery,500,Delivery,Bannerghatta Road
825,No,No,3,14,Quick Bites,250,Dine-out,Banashankari
3267,No,No,5,0,Other Rest Type,200,Desserts,Basavanagudi
3974,Yes,No,4,260,Quick Bites,800,Delivery,Bellandur
616,No,No,4,18,"Beverage Shop, Quick Bites",150,Dine-out,Banashankari
114,No,No,5,0,Bakery,300,Delivery,Banashankari
417,Yes,No,3,213,Quick Bites,400,Delivery,Banashankari
3069,No,No,5,0,Quick Bites,1000,Delivery,Basavanagudi
1625,Yes,No,4,13,Beverage Shop,100,Delivery,Bannerghatta Road
4949,No,Yes,4,1496,Pub,1900,Drinks & nightlife,Bellandur
4185,No,No,4,83,Dessert Parlor,200,Delivery,Bellandur
2896,Yes,No,3,4,Quick Bites,200,Delivery,Basavanagudi
4670,Yes,No,4,77,Quick Bites,300,Dine-out,Bellandur
2082,Yes,No,4,27,Quick Bites,400,Dine-out,Bannerghatta Road
753,No,No,5,0,Quick Bites,150,Dine-out,Banashankari
2546,Yes,No,4,95,Other Rest Type,400,Delivery,Basavanagudi
3969,Yes,No,4,18,Other Rest Type,400,Delivery,Bellandur
3373,Yes,No,5,0,Quick Bites,300,Dine-out,Basavanagudi
